,GBM4,GBM6,GBM8,GBM9,O2,GBM14,GBM16,GBM21,GBM24,GBM28,O3,O4,O9,GBM30,GBM32,GBM35,GBM36,GBM42,GBM45,GBM50,A5,O10,GBM51,GBM56,GBM57,GBM58
MGC39518,2.85556155333843,3.29476439811275,3.30088209321107,3.43633442187158,3.68436719511513,3.18899256909181,3.32103557479727,3.37753008092836,3.39724284104503,3.00812474236995,3.09679534412788,3.26944055577173,3.46960864401039,3.44761922426387,3.06936687176588,3.54309575023523,3.28317816116495,2.14416930004167,3.2539289415745,3.39824998428399,3.26126120300224,3.6138790153339,2.79853532460553,3.52749791715367,2.93687098367658,3.32768356311402
FUK,3.79025475531614,3.79470806598633,3.81045008132961,3.81396541249287,3.60241932988462,3.73636032284405,3.82962728212275,3.7892738480488,3.72966572189046,3.873349030604,3.70190803484679,3.63712573030071,3.65373335471153,3.76869388268036,3.76836700802,3.67503344708955,3.79131189699332,3.84530942793119,3.83409960132328,3.80692868978345,3.72041318805062,3.55826180931028,3.84286693189418,3.80972989779074,3.76363281244781,3.7431367698431
CAMSAP1L1,3.51079345208494,3.52168296445901,3.55534104330508,3.6357484651174,3.47462748319646,3.36875329169121,3.56057824495491,3.52151975497664,3.34907636464981,3.51306130586569,4.1429071193673,3.72803114782145,3.92246989105223,3.61402828543282,3.17048790043468,3.56629309621467,3.70301592228055,3.14811750400703,3.6273896192256,3.53716729035154,3.75116358476949,3.77789581012149,3.47890975554115,3.70935426699463,3.40371182323166,3.53301805959613
COL4A2,4.56625579299297,4.35263028608783,4.31792266758664,3.87489168172147,3.85529080332889,4.19954650675705,4.24742578398388,4.30493299830872,3.47826209423469,3.63818404537886,4.1801204536205,4.27787420204601,3.18000624125139,3.28122296020239,3.76336688852351,4.21489079698044,3.55665630661373,4.28817984920286,4.56824931778671,4.25159739241483,3.50334704051096,3.51450525081484,4.24076821227426,4.28702503665285,4.1135367960654,4.23330752246543
ENSA,2.6456040061583,2.54273831044653,3.06045645661171,3.25216343555349,3.38276443080517,2.86176672911432,3.21369037798415,3.01250230936817,3.04259204917724,2.85916232398713,3.78488220989536,3.61385228285804,3.64982914720229,3.3732719869131,2.78024816522572,3.38246444171127,3.20848032294528,2.7351372164985,2.92928912891027,2.98528453045881,3.09199422548118,3.79017872420691,2.85820443182176,3.3060757358084,2.35966286813762,3.19290210464621
EIF4EBP2,3.71283962184743,3.79391569757379,3.90087683864669,3.78107756195,3.80327666841437,3.99740958401607,3.77895879354356,3.72635019515236,3.76988872421137,3.71173191669162,3.94477562339552,3.89649932126241,3.99075199288552,3.80000795371126,3.74841821961799,3.77135631003625,3.80910464541201,3.69058880596574,3.83046856356052,3.6995833160338,3.69207375106756,3.79881797883622,3.71958524183853,3.87622159445059,3.61246500992467,4.03128995638975
AF119855,3.59897917055922,3.76709171939083,3.79362780803408,3.94216566090898,3.86808272469874,3.63876262666622,3.7948547765058,3.84245383921617,3.7289017025805,3.17649438670789,3.91070389377871,3.73335915211527,3.98866212300517,3.9741867944955,3.51420469721834,3.6009673445188,3.57948165701572,2.82237275127193,3.73115570519616,3.76570043661418,4.07586085378916,3.88966820443569,3.3276306666112,3.83327725321014,3.18516123652547,3.76846508885177
ABI1,3.68373226818593,3.67039931379389,3.71995443354195,3.77676479838703,3.65906997491824,3.69343823176457,3.55703848848136,3.5747773813378,3.56989451671076,3.45797389083844,3.78723285307178,3.66286884582009,3.78733115878661,3.67246094263036,3.51736298337727,3.56952161485479,3.66631360815316,3.41098918481919,3.55044581285318,3.49541972016606,3.96675574301526,3.96531042571947,3.68172213312329,3.54526281864418,3.26568413118751,3.71662419131905
IPO7,3.99773848329009,4.03196340049968,3.9443796630504,4.0012479311377,3.91198453829545,4.05735662540163,3.96823836723337,3.75712975199504,3.88518079201069,3.87856861176119,4.21231840592571,4.15772472704991,4.08794197773604,3.85735029007677,3.80524645972691,3.64884702597923,3.94068235175431,3.9270481674797,3.8405639959988,3.75602683214683,4.23803658871194,4.06263838244679,4.09320161022279,3.96297517284598,3.93067879863268,3.79490185826585
DNAJC12,2.14073738549054,2.40565706927736,2.00112336857299,3.12895728868709,2.87910333759755,2.32669011709091,1.92102542894101,2.10668374749828,1.95401082392735,2.86585815049238,3.36999818159892,3.26054503556447,3.68073852210137,2.97292405699631,2.60969790196612,3.02004663671802,2.93927208371213,2.2155503257152,2.20983659506966,1.99752180723428,3.18997066344044,3.41683597905675,2.07340305173917,2.80449381381719,2.35847737609275,3.11646926564481
TLOC1,4.01018678782619,4.03414701725159,4.04422109556323,4.02659290952835,4.07672401820429,4.06821822847065,4.08644824687834,4.11849656355929,3.98776097726272,4.19355294661086,4.03210540188186,4.04629767738428,4.2001441133525,4.1950909185021,4.14223925185024,4.06918733252268,4.15058020024542,3.92766251516286,4.06847466432753,3.98235396730512,4.10293977886456,4.12028842035968,4.06090798803122,3.8865167820597,4.05660020502928,4.0968484778066
HMGCR,3.16706495701806,3.32854024229504,3.24997181344546,3.42138688991171,3.52520669739913,3.20276422708302,3.40289404536736,3.32226189486512,3.17258979710556,3.22203875531142,3.45971251120434,3.56729486309247,3.53007490067958,3.33600158177815,3.11572497727932,3.30094551717145,3.29117941589495,2.76536973484906,3.30090424920879,3.50165179993309,3.098196050728,3.67557919857394,3.08884208508231,3.44865191377223,3.01971599221438,3.2927572149675
LATS2,4.10420636802462,4.08762892671191,4.01365777159964,3.14395018111539,3.67799253718783,4.07479209315084,3.94474706712222,3.91666630610605,4.06375929912451,3.73541021204904,3.47251627802493,3.39102954705706,3.36256238964653,3.76099016339579,3.82280342414486,4.10044898678239,3.38265917928643,4.20265897705832,4.15832892345361,3.90739346188317,3.24827667576138,3.68704695691778,3.94937214652707,3.65285247921974,3.64695296226853,3.90862579325923
S100A4,3.64407613227245,3.98691927977873,3.34529098124441,3.08222185774346,2.28437884101406,4.03469938960777,3.51683313038997,3.29926927584721,3.2408471619477,2.48115873934222,3.04550878577124,3.28744093659537,2.44654338011192,2.79009366622985,3.22179932409195,3.48319118814644,2.11648819694472,3.76582287693709,3.16023286168095,3.54571103278628,2.36204871771471,2.53176622274843,3.69480773472131,3.05914406642798,2.16428443414092,3.71610973275073
LOC492311,3.66514169062363,3.61280980768781,3.57418040779491,3.56961147745572,3.78426722004812,3.60666442424846,3.75856901248016,3.55744259429226,3.70979910453722,3.37867056680714,3.85785207219158,3.8932668947936,3.96127184199117,3.99046770301224,3.61705289386757,3.73578000424425,3.74680702620144,3.48027319026201,3.65977657618513,3.7640358049468,4.04750831094782,4.01251825955692,3.73247184538455,3.67488886859123,3.4551595713566,3.93656154240063
KIAA0652,3.37466532735836,3.46016282765306,3.48748623756586,3.58874071569457,3.54061824091913,3.28368287819337,3.48532527147349,3.35329558668122,3.48067900391167,3.56171337904969,3.70342714916842,3.65365806430621,3.7462571019038,3.68776771295247,3.55779859873166,3.63311350207361,3.66639366468815,3.44814508387058,3.44482847424933,3.62943630841149,3.65599206012687,3.56151841626949,3.40814121995073,3.37002226497903,3.59710333076368,3.41493743367295
C4orf12,2.46046633947876,3.29922087062565,2.81488258671175,3.12619052185914,3.04832447380879,2.95764223989518,3.28981473589004,3.28042083038191,2.88746932247442,3.48807061222452,2.80139273245095,3.29177586625149,3.4690944420686,3.23606769762713,3.20110749811305,2.43412480253935,3.17539003148241,2.47087629170222,3.13613752394886,2.92984228415186,3.59564445187611,2.92149295027926,2.88986060194107,2.91990194672728,3.24409222790134,2.96584208357305
NEK1,3.12792044076769,3.34279404119249,3.05544561122389,3.26082121072607,3.08728439145376,3.23190876014096,3.52152302238135,3.24657120333584,3.51986079423508,3.3302006326417,3.12750455417016,3.40411876532528,3.42316523517347,3.20029305115102,3.35137243116119,3.22925322253189,3.24184595086665,3.02403143241288,3.19890247645837,3.38762808896538,3.661171178183,3.24430953701489,3.22024097228459,3.18889137740444,3.3373322490229,3.31947541702538
C11orf54,3.64788163330271,3.5260019219016,3.55106066637907,3.93317142371377,3.53404743929619,3.12823249864184,3.67728348362338,3.7191069540798,3.40303554220288,3.7024029613173,3.68137756634761,3.87932260578824,4.02435926057979,3.64574816267523,3.73992691305159,3.51717253254233,3.28370999690917,3.57677427685966,3.4614701631557,3.69430854908627,3.97703321432971,3.3976574516435,3.42591862265568,3.593280305933,3.51996613255615,3.54322568934299
BRD2,3.94438326656019,3.95085773252612,3.95896015733853,4.04736833775155,3.92222601764865,3.94186046709161,4.11024671791546,3.93483883499212,3.97800932276737,3.84251506986533,4.03249151568339,4.08820829966503,4.05678963372858,4.01806252427824,3.93219813361564,4.0342807214587,3.82216493987849,3.94885539792601,3.94685733568354,3.90234665336305,4.0433998890458,4.06534932444893,4.03622766626801,4.05575022789856,3.88337652401722,3.98151050658763
BF594695,4.0648321449247,3.78482005867486,4.20567684883648,3.93322303697066,4.31523099624707,4.07083117976314,4.19748114206099,4.23073717168748,3.91289848666415,4.21958355703972,4.09415198140436,4.32241571685979,4.5509725362483,4.29293529942547,4.23146171494878,4.01448626426262,4.45310485631457,4.08553146099069,3.96453478480455,3.7928022538945,4.20617794348983,3.94181697105373,4.10189025757155,4.27056867671106,4.20662027930282,4.1784983269779
XM_208778,3.88171467505189,3.78180425694967,3.72095065240243,3.44718377803759,3.57757520394282,3.97093561095107,3.64103344498532,3.54972721851182,3.75658674342309,3.35981158600355,3.35461910738944,3.28050279473185,3.2127858790626,3.60249753967838,3.79252342885726,3.7965876532203,3.33486874637815,3.84498045437702,3.54443220266147,3.42521474007052,3.33663241662742,3.28436733350302,3.96876309486547,3.60566020333962,3.6734205323134,3.50122376975473
PANK1,2.96977131055545,3.16816824957685,3.2608362178043,3.23609694992429,3.60422788964929,3.24569671045077,3.38753593117355,3.00057419185534,3.13933682402232,3.45510139892887,3.30403402021452,3.60165395338383,3.62301863947095,3.11127394231084,3.29298312726763,3.01499237809252,3.28581083596765,3.25471770158976,3.2386246096059,3.19933082002034,3.11899213040759,3.60784742664971,2.88134927259869,3.10643365341393,3.3648861076023,3.07905347229322
LOXL3,3.98865686274983,4.11743520260069,3.86812367813515,3.40471059207116,3.57933386905386,3.90891132964777,3.74121472854274,3.93575945621605,4.01125638632807,3.49151114947369,3.58063774480762,3.62200999138558,3.48183245853559,3.60008064202864,3.84576256029473,4.06372412320666,3.72028965490912,3.95326859861205,3.67754663999227,3.79608620615404,3.49381133792333,3.4907553599193,3.96011496699536,4.15873172667457,3.5830875213685,3.90797627477334
CHES1,3.60431149913979,3.21721222777413,3.56657665626865,3.46577160892979,3.46876178041986,3.74109713128265,3.54062812163069,3.42814743375888,3.70775424388355,3.65060967529972,3.81405771691743,3.9665820952889,3.62665391129029,3.53231922978515,3.55560030653455,3.36720957827449,3.4484940665074,3.58009354938746,3.49046317637015,3.48269968814595,3.7875811108619,3.45541988125873,3.44976171668805,3.42193527898583,3.48682506118938,3.57434685617111
ALDH16A1,3.25673409784283,3.54839531516081,3.28481725308822,3.27402084008649,2.90958437512342,3.32670628720933,3.39792089929442,3.20752692477646,3.40299948549329,2.82141460542478,3.08897231924619,3.18190844155444,2.45793788230932,3.31650836936919,3.3603847354877,3.27639217360323,2.46758442960026,3.3996233680863,3.42121766077154,3.37138875199797,2.58272453316496,3.14414966800409,2.80253086284603,3.60823316046417,2.93277097203063,3.36629610603402
TAX1BP3,4.09488506586487,3.63409611282444,4.05038308210139,3.50910234068772,3.3931881139112,4.29133978549759,3.93547884933964,4.03194141033873,4.10541483389128,3.8622475733354,3.66479959020856,3.49361222256667,3.48099176027174,3.83897394818645,3.85685710611178,4.05395751836868,3.45381840821263,4.11273155178763,3.95420211817429,3.72275399493812,3.4431623446804,3.46477471104641,4.03466101746556,3.71038150174624,3.90846223122467,3.88620935786776
TEX261,3.96624674887959,3.95808828783346,3.82183078154394,3.85765652809529,3.67576762161469,3.90170340792106,3.97353677566554,3.91297649915642,3.95470121986199,3.77159174297201,3.73353597901513,3.87066826448959,3.78418328054732,3.87733304102004,3.92797912915567,3.99302899326332,3.68666843803249,4.04676985747478,3.98621176034476,3.87933000265367,3.74189045290761,3.6699634698764,3.95819689509238,3.83452745197196,3.91832071346089,3.75701532282592
S100A11,4.25079577280657,4.24825897248357,4.03953158093891,3.55660905270932,3.24273542614727,4.44705099558459,3.99252829002422,4.142095780016,3.99346568216027,3.32469843773907,3.4569622471238,3.62256566945985,2.99702228080198,3.62832628494005,3.95535090923572,4.14168940020554,3.12205720889202,4.61339213133515,3.85937862449594,4.01963767100602,3.10005884423082,3.74718551181361,4.42975429809475,3.90957539021385,3.5933270571672,4.20419489199331
ZHX1,3.59186686493897,3.64026373827125,3.86585826878458,3.88389821720538,3.87025275386392,3.60639738211173,4.26347387014034,3.82526853571327,3.91264854005687,3.53377434547661,3.58816959360687,3.72168459384427,3.90961127525914,3.81504976635935,3.72183500753828,4.02932723454536,3.95886911982972,3.37467174216871,3.81501592332859,3.74860196048951,4.25755258720269,3.62085179039546,3.82452166232848,3.73175399126351,3.49764232944164,3.83181444458132
COL4A1,4.57809892797149,4.33681510947805,4.22133245757835,3.82050292996631,3.81923495015206,4.24115623715567,4.2207596686244,4.38963702957745,3.54316165722509,3.20761659676141,4.21553549355994,4.32853166144218,3.13271424372509,3.09400408965067,3.75124329631322,4.24251521579806,3.36693073810483,4.32293434034951,4.47599326018196,4.30275155324816,3.43598730303339,3.32140039508489,4.21137078943358,4.30857905341348,3.89751883402227,4.24990503375564
PDLIM1,3.92052194256002,3.78342137336944,4.08160697859091,3.1633963553876,3.21794037151377,3.94641281316815,3.44819336413957,3.64220831976427,3.65366809092661,2.8563058664333,3.35811957334323,3.34075673398502,3.11789576640062,3.17016574918777,3.99933141042087,3.40075793017902,3.02385141397221,3.60439898021048,3.75171479689814,3.38118098734529,3.21710765590393,3.40054178837279,3.94338597818809,3.56484648973438,3.36938583001828,3.90406691855266
MGC4677,4.5645884286539,4.35026756114614,4.36077141131676,3.50274862469506,3.66487118870342,4.32746241698627,3.66712173544998,3.94720607427875,3.66725229050821,3.46297238418076,3.74471259834049,3.8267433606262,3.47865565387984,3.47432642682409,3.50726701713028,4.20375551097795,3.46439176800604,4.41314852278301,4.21598787106525,4.24011965841486,3.23629611577055,3.69542256989257,4.24642643858927,4.15107404924058,3.68933940964451,3.67532319352951
ZADH2,3.2701086396915,3.1020002240701,3.39806854081686,3.57677243553259,3.49824340529317,3.49989510932155,3.38548544071223,3.16990562403991,3.30724779870559,3.2659057359025,3.56549551964221,3.51751892456278,3.56994899813726,3.47729624013868,3.18504553446646,3.46132216201538,3.37005005183513,3.13645166515139,3.33293650190141,3.30931178101739,3.38435950819809,3.64835835187525,3.36160678316449,3.54547251280824,3.20838841013396,3.34732298847298
RPL37,3.22629050518342,3.27852404995042,3.37678894320527,3.85672997762779,3.36931588209823,3.22004634057975,3.57375914042508,3.4940937606912,3.6140907037847,3.38420175202917,3.79426414953572,3.83786439266268,3.74104935815329,3.60700194112918,3.35987720294985,3.48987231472329,3.63070819434774,3.33310252351525,3.42430066506137,3.48828074960972,3.91216687583332,3.54177375931551,3.32977952461674,3.71658565933593,3.5336977213408,3.57629238851896
STAT1,2.74205943615082,2.99335068590108,3.02413414922401,2.86542261683348,3.12725839477094,3.29891985223635,3.1469644873764,3.1801052213026,2.97002591912479,2.6998351252937,2.83640450972182,3.07825267342514,2.89426620458874,2.67944606754921,3.43946880407861,2.89457357170122,2.62287273865091,3.14398198047705,2.86829462878852,3.2906840083185,2.54446121304436,3.37952614495066,2.92198647713096,3.5910990151493,2.76743862221621,3.56180260848293
C17orf63,4.07463007078223,3.80498871408943,4.02964058489919,3.88551217898309,3.94155555550737,3.86730658642355,3.83919714211296,3.81064087201633,3.85916442625949,4.00342321909581,3.89307650072116,3.87441994517317,3.95991059036151,3.87402623642857,3.99405508888163,3.86167184600238,3.93319325499589,4.19981985051121,3.9621025675795,3.93691683598223,4.03857132590866,3.91915249163594,4.04883947867564,4.10413184836404,4.12062124040663,4.00959616042859
KLF12,2.73715048386817,3.15968357096659,3.05466819956133,3.52022156696992,3.57281005343411,2.99055949848105,2.94123655750914,3.37024025143536,3.24223721625871,3.63242469356663,3.5895823612012,3.45884807219618,3.65435330516202,2.62600347884803,2.53950390656468,3.42358318153116,3.13332841614495,2.58337676420982,3.55790017485466,3.049891045122,3.47414980319128,3.53778409833977,2.67117376871512,3.63321841178852,2.75913806006515,3.67374725855483
SLC27A3,3.34292262123774,3.64041683458838,3.31527764961086,2.96241858764937,3.21089478835148,3.49542166325041,3.65061967545769,3.30930943750967,3.70328828214696,3.196347546886,3.00972235123212,2.77498166758372,3.27492411843769,3.25216489360007,3.31162312933473,3.52660287616946,3.07740715355585,3.66558418020978,3.44450821262103,3.81867757571911,2.43144900619121,3.55702825154821,3.34675871326212,3.98641672136198,3.38518303243537,3.07860941058921
OSBPL11,3.72296469931935,3.63176977336863,3.67985198973643,3.91328300029353,3.60657148857262,3.79356389203896,3.77103062451938,3.75361691262825,3.80859977269706,3.50374303057818,3.75468638799761,3.83639039436951,4.07321354248929,3.74414224504316,3.81012789824102,3.68878703712486,3.61132163883651,3.67379843690187,3.66889428411879,3.72613402881268,4.06598618540947,3.73587471682463,3.78676902065035,3.68246016413207,3.56805392141841,3.9068776247128
REXO2,4.10973050651227,4.04840388853098,3.91949951975907,3.86388743277662,3.77676225689455,4.07269587762586,3.84109148942468,3.88302519627881,3.7778289567016,3.95595766965307,3.79271616835394,3.88233854268393,3.6540616456794,3.91427284967888,3.9515568452705,4.02451041931637,3.7671084251708,4.35405858850388,3.93686676482037,4.05068384927449,3.83100095645814,3.68100765080719,4.06769382814426,3.81783372953576,4.10088326132276,3.94957837151935
SP100,3.25674708270909,3.30860453326217,3.45264113871614,2.99940199927398,2.69308910525096,3.48538663525351,3.08985355797774,3.21276379456282,3.29608288932451,3.10117255955407,2.9102230039059,2.80260681471248,2.64690047881799,2.99478068068191,3.1724286530975,3.23101926075647,2.87849364587252,3.49488128975715,3.17696071429395,2.91136857664988,3.13069006547605,2.76172191298445,3.48719792773823,3.32006856330204,2.98343412681046,3.66130476556857
HNRPH3,3.76020611167328,3.82628936894626,3.90164573051747,3.95338088362267,4.01814354589054,3.7772551007424,3.79527992912715,3.80837088272384,3.96161422909822,3.84407338623695,4.07130360580237,3.98989594172364,4.09587989654795,3.88598840163933,3.89648482526888,3.66890145177503,4.01216409501152,3.4988845459957,3.73921281501201,3.81039833842239,4.09460454102205,3.80345670593645,3.71987075331049,3.84998178951722,3.77449776875827,3.98895263087863
HIPK2,4.12048982785863,4.08264184996507,4.17530931767348,4.25378167024458,4.21991287327857,3.91665199431242,4.48701570886667,4.29290990118686,4.16548381964557,4.2437675467289,4.25653275869734,4.20348778712992,4.39376619819564,4.62351691944633,4.36182450298668,4.16527641464146,3.99595868927745,4.04760344360662,4.15081478179369,4.24812875030119,4.58202534342697,4.31604677036483,4.24521349381851,4.28942240390292,3.87603623057011,4.44843221060263
LOC54103,3.71547150849487,3.95989315770702,3.60783906993328,3.2909990098338,3.16005444843353,3.69539585982814,3.60797597125552,3.53732636348532,3.71520576485287,3.41030912375489,2.71620708017263,2.92663616499298,2.65776888764631,3.46853312143393,3.40830408687258,3.68834710718784,3.26712148818954,3.83568093448605,3.59007975852058,3.76637477031059,3.00221791471841,2.99197348227946,3.6923437095639,3.64142264653349,3.27463023402324,3.56513194125032
XM_379512,3.82570789578972,3.86664957274711,4.08979602980214,3.73671306325661,3.91264492889888,3.76183924232653,3.7246723714876,3.84721625574885,3.82448920001811,3.9499181095787,3.54762446026251,3.63428688452066,3.48010903330202,3.75430115714585,3.71283911707434,4.02759983609898,3.79135466000909,4.1877588406875,3.79353315312884,3.8710227727416,3.5506255202596,3.89690286520385,3.85169908682446,3.84297785904615,4.03169334877232,3.8308940428819
FGF12,2.79599396126734,2.94004458084838,3.19375108932498,3.40148601255405,3.32844158282928,2.86547945034765,2.78144084593647,3.10672451005615,3.0251239151273,2.96058635203312,3.3783268452853,3.54953525350519,3.57792277830105,3.12211753631326,2.93560600369305,3.06342568832637,3.34555780103472,2.66298247376112,2.61517119892455,2.42797757690104,3.42547210412024,3.32531612119806,2.91741254903187,3.1234347794941,3.09725418526145,3.05832313306983
ABLIM1,2.93889581741165,2.77391510576777,3.04105261791552,3.30270855303207,2.98736277830187,3.01210674299903,3.3472909758561,3.01900697578275,3.19176502382504,3.34251604409962,3.13584697912302,3.31067887101535,3.47775847607165,3.23820272214296,3.13700609322414,3.38548365299114,3.09389914653669,2.71862705980746,3.02558765552721,3.35588999934546,3.57877016610399,3.33908138802759,2.85795815342322,3.22343493296965,3.00855375938148,3.42084753035582
NBN,3.46782689936705,3.17817002100829,3.2500721834939,3.51372114292531,3.39128716659911,3.40145499651664,3.44368424436285,3.47781528151877,3.4110837455253,3.50026022036654,3.56326803899556,3.39552470763756,3.72421530997826,3.33929061325389,3.54412747658546,3.28002399532252,3.35433878472432,3.35394814337512,3.44175591690784,3.44013973125425,3.64046315050199,3.40815750939168,3.37793792311806,3.28149197646721,3.3407941856091,3.52840256659533
HLA-DPB1,4.72064155740204,4.29867648561992,4.13132973356148,4.32432374218492,3.60113308706112,4.5205122227408,4.30669896487072,4.3890674794609,4.37437062046589,3.71287655281993,3.97805139674595,4.27148224759333,3.53295237722928,3.80961990569915,4.41243117905771,4.28341476377327,4.12314093931144,4.77518064425494,4.35120104320183,4.2504625513243,4.17445944815009,3.62147519790612,3.74428907054215,4.35142266841697,4.03590540031309,4.46783037491701
CD74,4.8715168355521,4.85825429673147,4.46793467284248,4.8627152856878,4.0830126155598,4.97235921179708,4.70988686543978,4.83103671663628,4.85539636077613,4.36693652189296,4.31425439203381,4.53329218893598,3.86872106492329,4.43176661862014,4.71490437527345,4.49336886856432,4.33255505738074,4.96215511930904,4.77421557758993,4.64833969137949,4.57180115323496,4.33303152325331,4.32067823068831,4.83784298139099,4.48911634087987,5.09085729028805
PAPD1,3.15487994069732,3.25830173605933,3.32116350407099,3.27615102308721,3.37746817045818,3.32267382516091,3.29098412076459,3.17629127797952,3.24845440413835,3.29385094417004,3.60479264289358,3.67926505108277,3.50372982310861,3.28690939081552,3.20769090545767,3.2766256102962,3.3730369366736,2.98649674329405,3.10393467348385,3.21916994125693,3.42063539092795,3.38264190480566,3.1667322681951,3.2177573320664,3.04155294972908,3.22978010408285
PIGT,3.833310531494,3.52056645345376,3.7224320273817,3.60264741146226,3.35384259263409,3.83269427856529,3.69368184677018,3.72920246472538,3.63384834755002,3.50515676411817,3.75273731486379,2.75877870851366,3.41949759870471,3.62494468868549,3.78929261452432,3.72560180126428,3.60571533061203,4.11551169427838,3.83002917836216,3.86684087413259,3.40131798251561,3.51696060237732,3.64177830754271,3.532374682985,3.61088257560604,3.51681252000592
GSS,3.6271677157567,3.45444131205341,3.35908249535693,3.4003600908073,3.43485062505208,3.46724912792128,3.47261721880407,3.44402807994546,3.36595273074506,3.50234667245539,3.08966742023882,3.26087909231346,3.36332423499757,3.37503759607312,3.45454318726485,3.59126500439154,3.32201492144037,3.96458619491913,3.44931730237143,3.62305443459509,2.85365806505255,3.24421945850436,3.51994081696078,3.34973354007574,3.66017622374383,3.38204172998273
VPS13D,3.05609722743168,3.28009008372732,2.93829651651437,3.35984705072878,3.23003256556238,3.11212688047434,3.1205071368425,3.03892719852688,3.22348218246141,2.82647326329556,3.08668436231368,3.47504834999499,3.20891301922647,3.20537301290792,3.13198961276305,3.23874292535046,3.3573349922534,2.82463145672928,3.0931592780265,3.14872601639815,3.69167865643274,3.64599394326221,3.09943235255541,3.06298338006739,2.82221059105434,3.08759687441471
MRCL3,4.09438461052015,4.03532089074855,3.83012660820407,3.77697227922474,3.81419690288073,4.05786483752684,3.83110323042565,3.96124140612143,3.86991882839041,3.85420058351268,3.81154001962814,3.66217926834212,3.67590357267946,3.65051238019179,3.78873682569595,3.9931360447216,3.74313975130763,4.08150972373295,4.0230716649387,4.01420717928945,3.55225757116846,3.97389075599376,4.01741872988137,3.953985089556,3.88022541086754,4.15130437932734
IGFBP2,4.31940900160808,4.58036558396054,4.49679928484074,3.62792035462814,4.2434397713541,3.96904772437138,3.81423214203369,4.14028574805423,3.71216210920581,3.10465676713062,3.59913277531436,3.2426711009967,3.20177225824387,3.58336021532714,3.90402076766456,4.59770028556562,3.28125864170727,3.92157973514864,4.5446532649626,4.53103865146115,3.13718409548952,3.36637681682362,4.62714790694818,4.68757804174361,3.51911627009297,3.64001946774669
NKTR,3.44200272393832,3.31668330365945,3.43997812831913,3.44334201403879,3.34193342923878,3.40818482677012,3.39835239257849,3.3896483265562,3.56721910776276,3.2113557871511,3.50980742401529,3.53780663253107,3.55823598826185,3.34826766403534,3.47396246285193,3.2741192692637,3.50799166864399,3.26182316353993,3.17349599353639,3.50670400463228,3.62643122090109,3.22253673486605,3.39180829049312,3.46016252659405,3.16024397253949,3.31663365881254
C20orf108,4.40839258621603,4.26421077925342,4.30528342499524,4.02374513518666,4.02057340523909,4.39841252450131,4.35359255229157,4.18432706673904,4.18144110766819,4.2449144842354,4.09692950370704,4.02915548985725,4.10035886037074,4.14476926942593,4.26427116497264,4.40427802856883,4.12835939193246,4.43095037649067,4.2874799194045,4.04145596909765,3.91558317115405,3.98496503253948,4.13094469654366,4.25453415626141,4.08060881178671,4.15515317010489
GIT2,4.32356166963157,4.25469711821904,4.38348555383994,4.20140111216342,4.23406931924529,4.19485806160711,4.20360463089587,4.25569802580274,4.1622670191024,4.35130025569421,4.2383697703633,4.24106944105033,4.10375505672974,4.19700657666779,4.26271886955322,4.21422262766326,4.20569134539803,4.32152581416809,4.26402569376704,4.08275622494848,4.0609886447437,4.01671129914319,4.20187122973692,4.22867329835587,4.33759142644126,4.34371900832066
DKFZp434B1231,3.07340231821974,2.76581081318287,2.31019395836496,2.18852070208659,3.25554433661443,2.2341425555571,2.97738289337221,2.87579431252848,2.822586474855,2.53351659066124,3.02586230694357,2.46491409595502,3.61550532941527,2.47620247452786,3.23313653496712,1.96848294855394,3.14101620327715,2.96058159648767,2.99180533939462,2.81717254214794,3.79059075194711,2.77994840131216,2.99914751238342,2.91765462498142,2.94694719650591,3.11796991440872
SERPINA1,3.86701852419509,4.14025112995718,3.82779379516434,3.74364528422458,3.17419941110634,4.24244839782358,3.61671186960429,3.8647757894786,3.71948765457216,3.383470126195,3.18447224130499,3.45711750169326,2.97054073103013,3.0875209049276,3.54728378599079,3.62014605300502,3.19288065680154,4.43115546196605,3.68195289692445,3.67707141858703,3.15375268721012,3.79190122026289,4.44373471146398,3.52637895665034,3.61061045055774,4.32118153968957
F11R,3.8886203626945,3.8713797366061,3.61669171456042,3.30171780747082,3.41539190631217,3.72679548485565,4.29810514069452,3.96872337839609,4.13959339662712,3.67737496291833,3.44082961149265,3.50425495292207,3.42724714894326,3.60519015304969,3.78884347821204,4.00174041750273,3.30591644448369,3.93460908124587,4.11375556286725,3.70687500431295,3.39065784693713,3.48067469637766,4.01911803593335,3.52697164587824,3.57785826784629,3.63962532177929
LOC143941,3.99433052890969,4.10125281718965,3.9903091458974,4.13786670040624,4.03001961430237,4.02304856094489,4.07454177587532,4.01997886888319,3.89422293420212,4.24149097003072,4.22024471233544,4.16339006505577,4.17194912967319,3.98233460826622,4.07426104415445,4.08224751722254,4.12485448616467,4.06649014336528,4.07206201818149,3.95198449491185,4.30670550192238,4.07967598746673,4.05026844195095,4.08531669934761,4.21879841797327,3.97383116428147
